call_mark,call_oi,call_volume,call_gamma,call_delta,call_vega,strike_price,put_gamma,put_delta,put_vega,put_volume,put_oi,put_mark,Expiry,timestamp_IST,max_pain
17989.53992826,0,,4.65e-06,0.98016407,2.5949466,55000,,,,,,,20-03-2026,17:30,504327
16925.88886601,107,0.025,1.97e-06,0.99475355,0.81459179,56000,4.15e-06,-0.01500678,2.04480222,113.15399999999995,138885.0,59.12920442,20-03-2026,17:30,428693
15927.57379488,4,,3.04e-06,0.99138261,1.26281471,57000,2.4e-07,-0.00035529,0.06986012,24.595999999999997,32492.0,0.5118884,20-03-2026,17:30,366318
14911.13121947,0,,3.3e-07,0.99952573,0.09131236,58000,3.2e-07,-0.00046049,0.08885127,37.78000000000001,45454.0,0.63897796,20-03-2026,17:30,307838
13911.61493464,0,,5.7e-07,0.99917468,0.15229415,59000,5.6e-07,-0.00080214,0.14839398,55.33600000000001,43670.0,1.1263165,20-03-2026,17:30,253895
12911.68271199,0,,6.7e-07,0.99909416,0.1659108,60000,6.4e-07,-0.00086379,0.15881548,77.60100000000001,98047.0,1.142944,20-03-2026,17:30,204317
11929.8253666,48,,4.57e-06,0.99033752,1.39596528,61000,1.64e-06,-0.002475,0.4150035,84.80199999999999,96662.0,3.80212138,20-03-2026,17:30,164538
10933.39303818,22,0.202,5.82e-06,0.98815545,1.66649624,62000,2.72e-06,-0.00418296,0.66539752,8.898,12498.0,5.65575451,20-03-2026,17:30,134461
9940.85515507,502,,8.23e-06,0.98304982,2.26991554,63000,4.88e-06,-0.00796115,1.17777352,30.570000000000004,18930.0,12.19685199,20-03-2026,17:30,105633
9427.06078596,0,,6.58e-06,0.98882328,1.58454934,63500,6.57e-06,-0.01118868,1.58626064,18.287999999999997,15511.0,17.3452351,20-03-2026,17:30,92658
8952.40025332,5,,1.12e-05,0.97716519,2.92316815,64000,8.59e-06,-0.01518339,2.06541569,18.357,34649.0,24.31752435,20-03-2026,17:30,79955
8462.625737,10,,1.351e-05,0.97196198,3.47162141,64500,1.118e-05,-0.02062579,2.68229452,27.316000000000003,16590.0,34.35044758,20-03-2026,17:30,68933
7970.43552817,202,0.05,1.605e-05,0.96648328,4.02387064,65000,1.388e-05,-0.02618493,3.27848843,23.346999999999998,14822.0,42.84200406,20-03-2026,17:30,58772
7478.98351235,46,,1.816e-05,0.96300792,4.36399556,65500,1.648e-05,-0.03108325,3.78118922,6.286999999999999,5615.0,50.96747008,20-03-2026,17:30,49508
6989.51706765,1235,0.1,2.142e-05,0.95616154,5.00973302,66000,1.954e-05,-0.03673584,4.33835147,39.43,29450.0,60.35410035,20-03-2026,17:30,40435
6501.75664506,32,,2.532e-05,0.94820559,5.7238734,66500,2.334e-05,-0.04419763,5.04207092,9.604,7130.0,72.45075829,20-03-2026,17:30,33576
6016.54156649,317,0.004,2.976e-05,0.93912852,6.50109131,67000,2.818e-05,-0.05408604,5.92384152,5.140999999999998,17000.0,88.14491754,20-03-2026,17:30,26359
5535.30682646,208,0.11800000000000002,3.495e-05,0.92799559,7.40610451,67500,3.375e-05,-0.06552318,6.88461198,1.153,2775.0,106.94191295,20-03-2026,17:30,20080
5060.14894992,1600,0.011,4.128e-05,0.91458079,8.42911844,68000,4.015e-05,-0.07893957,7.94293497,64.96499999999999,54493.0,130.62337123,20-03-2026,17:30,13994
4590.27071541,22,0.095,4.841e-05,0.90050839,9.43632698,68500,4.803e-05,-0.0967201,9.24300933,6.167999999999999,1600.0,161.72261634,20-03-2026,17:30,10725
4130.57211834,229,0.022,5.78e-05,0.87516226,11.09829175,69000,5.706e-05,-0.11768574,10.64903488,9.08,6515.0,200.89075262,20-03-2026,17:30,7424
3681.85375895,178,0.004,6.75e-05,0.85098745,12.52905385,69500,6.751e-05,-0.14448391,12.27154086,6.014999999999999,1363.0,251.72796403,20-03-2026,17:30,4440
