call_mark,call_oi,call_volume,call_gamma,call_delta,call_vega,strike_price,put_gamma,put_delta,put_vega,put_volume,put_oi,put_mark,Expiry,timestamp_IST,max_pain
3613.8601474,126,0.618,5.532e-05,0.92677447,7.95488548,74400,5.181e-05,-0.06269628,7.05621695,10.928999999999998,6504,65.39857893,16-09-2026,18:14,11054
3231.99254037,0,0.004,6.769e-05,0.90930615,9.34704674,74800,6.442e-05,-0.07893955,8.42340365,5.847999999999998,3385,82.42445813,16-09-2026,18:14,8589
2855.65819204,0,0.274,8.232e-05,0.88832537,10.87947559,75200,8.02e-05,-0.10057856,10.08721028,16.07,6213,105.8766879,16-09-2026,18:14,6227
2311.27454746,2,0.006,0.00011066,0.842025,13.80997483,75800,0.00011049,-0.14812298,13.23307454,9.196000000000002,8603,161.71268824,16-09-2026,18:14,3034
2136.57421192,210,1.133,0.00012137,0.82263887,14.87951739,76000,0.00012199,-0.16870102,14.41241032,8.854,3587,187.74663305,16-09-2026,18:14,2025
1967.77554026,75,0.583,0.00013264,0.79995172,16.02593661,76200,0.000134,-0.19192592,15.62812061,3.147,2020,218.45974522,16-09-2026,18:14,1208
1804.91635503,0,0.04000000000000001,0.00014399,0.7742684,17.19709241,76400,0.00014607,-0.21814271,16.86480917,1.9609999999999999,1349,255.3026571,16-09-2026,18:14,427
1648.20006435,263,1.447,0.0001551,0.74580322,18.34839442,76600,0.00015792,-0.24753273,18.09236409,11.043,4842,298.83910177,16-09-2026,18:14,-333
1499.81065824,2371,6.420999999999999,0.00016537,0.71443342,19.44993968,76800,0.00016883,-0.2798267,19.26120861,7.205999999999998,1720,349.79903485,16-09-2026,18:14,-1058
1357.314549,341,3.9319999999999995,0.00017502,0.68108615,20.43873814,77000,0.00017867,-0.31450574,20.31873963,34.403000000000006,15321,408.16939867,16-09-2026,18:14,-1304
1222.87678443,3735,13.125,0.00018317,0.64548907,21.29768375,77200,0.00018763,-0.35081538,21.21796998,7.287999999999999,1328,473.61845105,16-09-2026,18:14,-2112
1095.92818702,421,2.66,0.00018997,0.60837139,21.98570927,77400,0.0001949,-0.38886883,21.94173961,3.3050000000000006,1869,546.37125189,16-09-2026,18:14,-1845
978.1169323,2339,17.137,0.00019484,0.56953971,22.48531557,77600,0.00019986,-0.42888166,22.46933294,9.947,5901,628.7537156,16-09-2026,18:14,-1982
869.8605372,3797,13.68,0.00019751,0.5305411,22.76656929,77800,0.00020259,-0.46928013,22.76535318,6.275999999999998,2391,720.23840002,16-09-2026,18:14,-2041
771.15686213,1459,20.347999999999992,0.00019742,0.49143422,22.82909418,78000,0.00020285,-0.50946728,22.82730423,5.993999999999998,1557,821.34065193,16-09-2026,18:14,-1676
680.32237228,3970,5.264999999999999,0.00019582,0.45175117,22.66628662,78200,0.00020079,-0.5500568,22.65313527,1.4250000000000003,387,930.68624392,16-09-2026,18:14,-1423
598.57936114,1955,5.058,0.00019189,0.41342167,22.29364769,78400,0.00019688,-0.58911847,22.26161518,2.492,325,1048.72804493,16-09-2026,18:14,-835
525.08827657,205,0.8540000000000001,0.00018615,0.37651766,21.73080245,78600,0.00019073,-0.62705036,21.66558748,0.308,311,1175.96977499,16-09-2026,18:14,-351
459.86048734,651,2.619,0.00017875,0.34082456,20.99049535,78800,0.00018304,-0.66388079,20.87829205,1.968,317,1309.72657802,16-09-2026,18:14,34
401.89091293,29,0.046,0.00017023,0.30815283,20.13999576,79000,0.00017398,-0.69769018,19.96910495,0.004,0,1452.02084157,16-09-2026,18:14,452
349.57925317,2443,5.778,0.00016095,0.27577444,19.12369119,79200,0.00016408,-0.73018913,18.91787917,1.282,100,1599.58341409,16-09-2026,18:14,884
263.30459386,1957,16.166,0.00014051,0.21999225,16.94629434,79600,0.0001423,-0.78766533,16.60245773,0.647,113,1913.16175084,16-09-2026,18:14,1916
197.68998898,3709,9.474999999999998,0.00011965,0.17363762,14.68075176,80000,0.00011991,-0.83641003,14.12879273,0.29900000000000004,206,2247.85958464,16-09-2026,18:14,2992
149.73290204,3368,4.882,9.982e-05,0.13641908,12.51613585,80400,9.839e-05,-0.87538443,11.75670249,0.004,0,2598.96487826,16-09-2026,18:14,4221
