call_mark,call_oi,call_volume,call_gamma,call_delta,call_vega,strike_price,put_gamma,put_delta,put_vega,put_volume,put_oi,put_mark,Expiry,timestamp_IST,max_pain
3526.69944849,230,1.8089999999999993,4.337e-05,0.95763539,4.44569028,92000,3.737e-05,-0.03253853,3.5836376,170.67400000000004,73581.0,25.40865621,17-01-2026,18:12,46795
3134.8009193,10,1.829,5.598e-05,0.94551307,5.43670853,92400,5.001e-05,-0.04380933,4.56768127,37.361999999999995,14363.0,33.14826502,17-01-2026,18:12,38878
2747.14952953,1,0.001,7.256e-05,0.92860889,6.71208278,92800,6.65e-05,-0.05892877,5.78407402,35.403999999999996,12644.0,45.3863861,17-01-2026,18:12,31597
2366.30497422,226,1.159,9.414e-05,0.90748516,8.16047985,93200,9.071e-05,-0.08280561,7.51253319,33.138999999999996,9385.0,64.05227056,17-01-2026,18:12,24810
1992.73684887,149,0.18100000000000002,0.00012213,0.87673418,10.03815253,93600,0.00012117,-0.11503233,9.5589099,39.923000000000016,4708.0,91.27040478,17-01-2026,18:12,18458
1634.09931314,1282,4.754999999999999,0.00015945,0.83017369,12.45111802,94000,0.00015815,-0.15936243,11.95068926,87.477,19384.0,131.78182722,17-01-2026,18:12,12293
1461.0115608,27,0.07399999999999998,0.00018001,0.80187176,13.70658759,94200,0.00018044,-0.18941144,13.33722911,24.314999999999994,6930.0,158.78698169,17-01-2026,18:12,9585
1294.72206629,352,1.1360000000000001,0.00020184,0.7683199,15.01123292,94400,0.00020328,-0.22333436,14.70625483,30.537000000000006,12088.0,192.37253312,17-01-2026,18:12,6956
1136.35200647,448,0.9610000000000002,0.00022341,0.72936003,16.29895732,94600,0.00022564,-0.26150401,16.02103022,14.740000000000004,9953.0,234.21125533,17-01-2026,18:12,4494
988.36976625,1597,2.23,0.00024295,0.68767581,17.42848196,94800,0.00024799,-0.31091515,17.39233678,10.061999999999998,3308.0,286.19771977,17-01-2026,18:12,2246
852.45173551,3732,24.705999999999996,0.00026006,0.63904338,18.43931094,95000,0.00026552,-0.36078823,18.43430402,50.05600000000002,23951.0,350.48060553,17-01-2026,18:12,340
729.88645705,4870,13.327,0.0002701,0.58703395,19.17662514,95200,0.00027652,-0.41289493,19.17430073,27.269999999999996,6343.0,427.83423606,17-01-2026,18:12,-1596
621.64791461,17195,43.929000000000045,0.00027499,0.5279873,19.59432635,95400,0.00028146,-0.46696353,19.57892407,30.90499999999999,11643.0,519.72512547,17-01-2026,18:12,-2702
526.53034614,10524,34.965,0.00027336,0.47579478,19.60876228,95600,0.00027923,-0.5252212,19.60527735,75.2660000000003,40112.0,624.65616017,17-01-2026,18:12,-2852
446.34841,4912,20.542999999999992,0.00026515,0.42238041,19.27154257,95800,0.00026996,-0.58188708,19.22708705,15.349999999999998,5472.0,744.36439497,17-01-2026,18:12,-4404
377.06030149,8831,39.884,0.0002527,0.37260001,18.63448593,96000,0.00025693,-0.63264079,18.54661395,36.34799999999999,5732.0,875.14262186,17-01-2026,18:12,-3985
317.33919663,4819,11.392000000000003,0.00023601,0.32403221,17.6991748,96200,0.0002421,-0.67674297,17.68493581,7.9729999999999945,1106.0,1015.04513097,17-01-2026,18:12,-3256
265.80296663,5664,22.769999999999982,0.00021962,0.28340179,16.67296179,96400,0.00022249,-0.7238336,16.46323543,7.558999999999992,1128.0,1163.78087636,17-01-2026,18:12,-2199
222.35306977,10572,33.492999999999995,0.00019991,0.24303213,15.41098228,96600,0.00020304,-0.76037977,15.29466982,3.222999999999999,423.0,1320.38159443,17-01-2026,18:12,-1027
185.57916567,6127,15.801999999999989,0.00018159,0.21051648,14.21205972,96800,0.00018333,-0.7966151,13.92496176,5.940999999999998,723.0,1483.51062527,17-01-2026,18:12,524
155.33146312,21229,75.50100000000003,0.00016279,0.18112611,12.97187241,97000,0.0001624,-0.82840709,12.53386787,9.836999999999996,4448.0,1652.97616349,17-01-2026,18:12,2040
129.63219582,9356,17.568999999999996,0.00014481,0.15460034,11.71389621,97200,0.00014491,-0.8533204,11.31147597,2.06,141.0,1827.58346097,17-01-2026,18:12,3657
108.98486227,4616,29.042999999999992,0.00012706,0.13057216,10.44738911,97400,0.00012608,-0.87927327,9.89260622,2.306,8.0,2006.50149577,17-01-2026,18:12,5965
91.5791041,8881,12.725999999999996,0.00011261,0.11317857,9.4499993,97600,0.00010905,-0.90003971,8.63958243,0.462,51.0,2189.08689015,17-01-2026,18:12,8319
77.21001051,1510,7.218,9.816e-05,0.09559245,8.36064329,97800,9.573e-05,-0.9125952,7.82469221,0.26,4.0,2375.42366857,17-01-2026,18:12,10873
